label,sentence1
2,My baby boy asleep with my monkey that I had since I was little! I love my son so much! http://t.co/ioSARfS3rO
1,&#8220;@urHIGHnesss_: &#8220;@SMCo71: @urHIGHnesss_ &#128514; nah lemme chill i love the bitches&#8221;&#128557;&#128557; like trick love the kids&#8221; &amp; you know this &#128514;
1,&#8220;@jcash___: @FreeMolly_ @VoiceOfDStreetz &#128077;&#128514;&#128514;&#128514; bitch I was fukkin wicha but fuck you nigga square up&#8221; and I'm fucking with you &#128514;&#128514;&#128076;
1,It's to many hoes  Tryna act like the Wifey type.
1,&#8220;@isadore911: @VernNotice what about the doc?&#8221;  He's a pussy. He ain't going anywhere.
1,"Nuh uh RT @MissSneed: still counts. RT @WeavusChrist: I&#8217;m only a hoe on twitter, bae"
2,International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/KhSV319gh9
1,"How I'm supposed to know you not just a butch dyke if yeen got a beard, my man?"
1,"I hate when ppl break up a fight like idc if they best friends, sisters, whatever let them bitches fight ctfuu"
1,"@Buffalodave1 @BretVonDehl @AlexFoxx13 @brandonkilexxx @JCCharles8 @TylerGloyd Wait,wait,wait, The new one or the EP?Son of a bitch Lucky ;)"
1,RT @Boobs_Shoes: On some real nigga shit some bitches need slapped...
1,"Always wanted to fuck that bitch, thank you god I fucked that bitch"
1,It's not a sin to have a interchangeable bezel but when that bitch don't screw back on ... #ThatsAProblem
2,LMAO Joe was calling whitehouse offering advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says #morningjoe
1,@SteezHOE that's my lil Nigga in the middle . I was locked Wid bitch
1,@kieffer_Jason bitch what time
0,"RT @Beaadawgg: Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a&#8230;"
2,Houston has so many trash drivers
2,Eating brownies and then going to the gym... Idk
0,@bellaangeletti no ud still be a fag if I was lolz
0,@djfeds suck my dick tacos el negro better
1,Jean skirt ass hoe
1,@BarbaraF321 @ThirtyBirdy wow and there are white people and there are crackers. Guess which one u are.
1,"I woke up and she was already pregnant, fuck dat bitch &#128514;"
1,RT @1Smedia: When a hoe gets too friendly with Bae &#128545;&#128548;&#128127;&#128298; http://t.co/figgTHzk0L
1,"&#8220;@Chrissy_Cindy: ""WAKA TAMMY JUST GOT HER ASS BEAT""... http://t.co/9in5IysnpI&#8221; Ctfu how Niggas be they don't ever have they bitch back &#128514;&#128514;"
1,One thing I never did and that's love a bitch cuz I'm Drillin shit. I only love my clique
1,@BlizzyLC now that ur tour over come kick it with ya nig in the MIA....
1,I wanna apologize for being such a bitch the other day.. But the way my emotions are set up..
1,&#8220;@lilduval: Is it me or does Kim kardashian ain't looking as good no more&#8221;still look better then these so called bad bitches
1,For about the last hour of getting my stomach tattooed I felt like I was going to puke. God damnit #pussy
1,@denytheprophecy when you realize you're trash
1,&#8220;@fabbymichelle: @BrianLovesAss_ what class you in right now? I need my headphones for seventh period I'm serious bitch ass.&#8221;ms.Trophenboum
1,"Half these females with these twitter names like ""eat my pussy"" ain't even about that life bro.."
1,Lmao &#128681;on the play! RT @FunnyJulius: getting pussy is so easy when they believe you're Omar Epps's brother or The Steelers Head Coach's son.
1,@IbePocahontas bitch we shot a music video
1,@BarbaraF321 @ThirtyBirdy wow and there are white people and there are crackers. Guess which one u are.
1,"Got the Vector Job, bitch."
1,@DriveMy_Lexis yasssss bitch yasssss &#128525;
1,"@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam @ her, don't be no bitch."
1,@airmaxlad1: Hot meat http://t.co/BRz8Imk5vK sexy as fuck scally lad. I would love to meet him and his trainers.
0,"RT @BenjaminNorton: Remember the ""yellow badge"" Nazis used?  Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa. h&#8230;"
1,@iamadamg_ fuckin bitches talkin shit bout to get hit.
2,&#8220;@SarabiaErik: I just accidentally ate a pot brownie. I guess there goes my pledge of being drug free for life . lolz .&#8221; Lmao #College
1,"Nooo.. not Sailor Moon and squad ""in the club w/ all my bitches lookin good."" https://t.co/S6Yj748if1"
1,Happy birthday pops aka old negro spiritual aka the man who said I was an accident. 64 never looked so&#8230; http://t.co/Igq8v6RIHH
1,@Prince_WilliamB @MixyArts This nothing to do with my shoes you ignorant twat.
2,&#8220;@Amburger_6: Wtf is flappy bird&#8221; are you kidding me
1,&#127829;&#128049; RT @TAN1AAA: RT @PeachDulce: A piece of pussy http://t.co/BcWiT2nuz5
1,@nkyathappala I'm gonna drink monster til I sue we gettin the bitch #GottaGetThe30
2,Charlie Clips vs Yung Ill review http://t.co/TwHJ0w1QJQ
1,Dirty hoe
1,@MakeSamProud : stfu hoe &#128514;&#128514;&#128514;
1,"@WaTch_Mark @WaTch_Scenario Normally I would say she must have a great pussy but since I've seen it, that's not true so idk what it is."
1,@WyattNuckels @grizzboadams glad you could get your daily dose of giggles faggot
2,@Dswizzle3 @Dswizzle boy u look like big bird off of sesame street
2,@SteveWorks4You pay your taxes teabaggers
1,@bonnoxxx u smokin that 87 bitch
1,"My bitches are related . They are ""kissing cousins"" . &#128557;&#128557;&#128514;"
1,@actionLLJackson unless bitch is a word for awesome they are wrong
0,"@realDonaldTrump he looks like reg. Memphis,tn. trash! we got them everywhere."
1,@Wichard_Fella @WarrenHolstein my mentallity? Being a flaming fag is a serious mental issue
1,@_Rachel_Robbins is the realest bitch out here rt
1,"&#8220;@KattWilliams: You can be a hoe without having sex, ask any of the girls texting alotta niggas at the same time.&#8221;"
1,Puig had zero lines and yet he's still going to fuck your bitch after that appearance
1,I feel like a swag fag w this shirt lmao http://t.co/P2x2qbejOh
1,RT @BrandonBangerz: &#8220;@mostafa092: &amp; you guys thought sharkiesha and shovel girl were crazy.. she snapped this bitches nose. https://t.co/5&#8230;
2,Flipping back and forth between #Yankees playoff baseball and the Trainwreck Formerly Known as the New York Jets
2,&#8220;@zt0mm: Traded in my nikes for a new mic.. I guess it's safe to say he sold soles for his new life ... -bada$$&#8221;
1,RT @Chykalet: If you're fucking your sons barber and you still gotta pay for the cut...ya pussy is wack! &#128569;
1,@sajeffress tag me pussy ill fite u
1,@WannabeKanye: whys this bitch boosting herself http://t.co/uOd2f5WtKV  Her size isn't exactly the most healthy tho
1,I was gonna put &#8220;I wanna eat the pussy like a Saiyan&#8221; in her mentions but they&#8217;re savage enough.
1,@KxRxSxB haha no but I was ready to slap that bitch again he came walkin in my room to say hi while I was playin saints in my underwear -_-
1,@CSalazar_04 press start bitch &#128529;
2,A yellow jacket landed on my mouth and stung me while I was cutting grass..safe to say he won &#128029; http://t.co/caYUcS8O01
1,Put her in her place cause pussies don't get pussy..
1,@HoskinsTy96 dammit now I'm the only one with a fucked up tranny....
2,RT @DaMcGrizzlyBear: the ghetto if UD wins tonight: http://t.co/PkZmkn2WKo
1,&#8220;@_1KANE: LMAOOO I find this shit so funny y'all hoes ain't content with working it out with one nigga http://t.co/dBtcv0fBN1&#8221;that's boring
1,"@EaTMyTweetZz text me, we don't noisy hoes watching"
0,@vj44 did I mention you are an ugly cunt? Go back to Iran.
1,RT @BkBap: ...like to have a seat on it. I also don't assume that because a woman contributes to a sex convo that means her pussy is open f&#8230;
1,IBS irritable bitch syndrome.
0,@sassyharryballs ugly white bitch
1,Call a negro
1,&#8220;@LoveLifeEst13: lmao @West305 &amp; Aero sound young af talking bout hoes n weed n shit&#8221; @Finesse_iAm brah you gotta listen to this shit
1,"My expectations are high when it comes to anything. My weed my pussy my food,my clothes n kicks, people. that shit needa be a1 to me"
1,I can't with these second class bitches
1,RT @ChaseNCashe: Niggas be mentally dating females they never met before. You on instagram double tap'n that ho too much mane.
1,"I'm just saying, in your twitter pic you look like such a guido and i love it #pattyfuckingboges"
1,@nicsarantos @Huntermoore she looks like the pussy lips are huge
1,Not sure why someone would put my pictures on a escort website I ain't selling pussy
1,RT @1CaptainDrew: Supp wigga
1,"@_tiffnasty yes. LOVE to make em masturbate to my voice, bitches love Southern accents"
1,"@NFLBadwitch bitch please. Don't get shot, Doug. @TheJazzyBelle"
1,@JStarrTweets yeah wizards! Agent zero bitches
1,"' I hate a "" Guesss who just tried to talk to mee "" ass bitch &#1041190;&#9995;&#9996;&#65039;"
2,Damn Charlie Wilson is still around?
1,He has hickeys on him an its like yeah bitches that's mine and he's like not even trying to hide them. Makes me feel good about life.
2,@SamTrap84 in this world we don't spank the monkey the monkey spanks us.
1,@harmon_lauren being a stupid bitch apparently.
1,"I'm not dating anyone right now, I'm giving my pussy a brake."
1,@Xianilee BOOM bitches !
1,Bad blood in the camp &amp; if it's bout a bitch just know I don't respect it homie
1,"Dropped a stack cause bitch I'm ON. -@1PoloBoy  Song called ""Dope"". Download the mixtape here: http://t.co/LaCZ1e6TG7"
1,@ManBearDrgn would be funnier if America and not pussy Canada.
1,@Faisal_nizam khaye I can't see your freakin emojis I'm a basic bitch today.
1,@BG_RAMBOE man shut yo bord ass up ! Want some hoes ? Cdfu stay fuckjng wid me on here mann
1,I never seen a Asian or Chinese bitch pregnant ..shit I throught they kids just spawn like call of duty &#128514;&#128557;
1,@kieffer_jason mfka what ok bitch we going to see. Your a funny mother fucker
1,@DeezNutsDoe you dirty little bitch
1,&#8220;@BeardedGemini: &#8220;@GinaSanabria_: I have no hoes because yah nigga ain't shit&#8221;&#8221;
1,' Waaaaittt niggah holllll'up &#9995; these niggahs come to town start wife'n my old sluts &#1041204;&#1041204;&#1041204;&#1041210;&#1041210; .
0,@AmericanWhiteHM I hate that nigger.
1,Pressed for pussy no ...I get too many freebies
1,All these bitches wanna be like Kim K and fuck their way into being rich but it don't work like that. Get a degree &amp; work a desk job you hoe
1,@Dranumaya wrong maybe you been dealing with pussies but I don't put up with that crap. If I f*** up telling me I f***** up. Keep it real
1,RT @Dathighyellaguy: Dem hoes who swear their pussy priceless but u sell ass all day &#128533;
1,Dumb ass fake bitches childish shit!!! Talk mad shit about each other and back to BEST FRIENDS? lmao
2,"@pubsubs @Adessences @tzanchan86 btw, genocide isn't war. The people of Gaza are no more combatants than the people of the Warsaw ghetto."
1,I'm a big bitch and 4 is the GOAT RT @SoAlmondie: I'm too lazy for 4.
1,Don't kiss these hoes in the mouth.   Unless you have to.
0,People get more and more retarded everyday
1,CLEARY diz princess iz a bad bitch. http://t.co/jV1SA1b2xw
1,RT @ComplexMorality: When someone tweets these hoes aint loyal but they laid up at the crib looking like.... http://t.co/OV5Q8lVsjn
1,"In my opinion LHHA is a spot on description of how some of Atlanta is. Dumb hoes and niggas, ratchet broads, and stupid arguments."
2,#Natitude? Okay. I'm only going to say it once. COMB yer BEARDS. #lol #wiggers
1,"My clothes are always retro, sexual like im hetro, and I play a bitch like nintendo, takee her for a ride in my benzo.  -@dillyduzit"
2,"@RealGilbert &amp; the hunters anthem goes ""Al Goreing we will go, Hi ho the dairy O Al Goreing we will go"""
1,"RT @BasedDizenn: line my shit up with god cards, bitch http://t.co/lQ0XIUqJmR"
1,Blah blah Idgaf bout you crazy ass bitch
1,"Montana, Wisconsin, Maine, New Hampshire, North AND South Dakota, Wyoming. All places you can move an ex-hoe to and be happy."
1,@kieffer_jason bitch wtf r u talking about and why tf r u still talking shit but not doing no action no thank for proving my point pussy boy
1,@VeronicaLewis You just can't give hillbillies an audience. They'll squander it every time.
1,Im about to get all the pussy.
1,Aye the part be treating the bitches too good &#128514;
2,@KevinMarin27 I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob &amp; shawne
1,If you got a nigga and you another nigga #wcw you a hoe &#128514;&#128514;
1,"@realmarycarey @dolvett he's a better trainer, Jillian really acts like a bitch sometimes!"
1,@_B_R_Y_C_E_ what happened to going fishing bitch?
1,"@jazminesmazmine dykes aren't even human tbh, like what empowered them to dress like a man but like bitches?? Some alien shit"
1,&#8220;@RightInher_pssy: Fuck her right in the pussy https://t.co/3yW7mHLRhu&#8221; I wish this dude was my grandpa&#128514;
2,@Sheen300 Ok. So for what reason did god make parasitic worms whose sole purpose is to burrow into the eye of a small African child?
1,@Tylar____ ion sneak diss on broke bitches &#128530;&#128079;
1,"Brie said ""We were together since before we were born."" You guys are twins.. duh bitch. Omg who wrote the script?! #BellaTwins"
2,I miss my monkey &#128533;
1,I swear to god I hit 40 licks I'm Lil B and I'm not no bitch when I'm off that dope I rob my bitch !
2,"@TMark617 feel same way about New England Patriots &amp; New York Yankees. But unlike u, I've worked in Boston &amp; NYC. Texas prison is upgrade"
2,I need a cowboy killer and a cold one about now. @mr_dtb probably too tired tho to get down.&#128541;
1,@shmapplemen haha yeah it's just gonna be a bitch going btw there and Illinois on leave mannn. I'm stoked they are tho
1,@white_thunduh stfu you dont get any pussy fuck boy
1,I got hoes. I got hoes. I got hoes. I got hoes.
1,"I ain't trying to fuck, bitch. I just want wings."
2,Charlie and Ron has constantly put out heat for their entire careers
1,"&#8220;@itslizkhalifa: If pussy is just pussy to you, you a nasty ass nigga.. Hope you get aids &#128553;&#8221; bit harsh. Rethink that statement"
0,"@bigbootybishopp: @white_thunduh lassen cc , the coach wants me i feel it youll get more my nig no doubt"
1,@Dedicated_03 that ugly ass picture and thanks bitch
1,"@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7 @AmJemieBenn"
2,@Param0nster_ you and me having Twitter bird shaped pancakes that would just be a start
1,Play some ' fuck bitches get money ' music
1,RT @BranninWGL: RT @QB_Hitman: RT @latry: But thats your baby mom though. RT @Tyga: That ain't my hoe.
1,I'll beat some pussy up right about now
1,I swear nobody can complain about hoe early they have to wake up to go to work. Because nobody wakes up at 2AM to get ready
1,I was with a bitch with a mustash for a year and a half? Wtf is wrong itch me
1,RT @Ambeerrxoxo: I'll piss on a hoe
1,RT @CraziestSex: Eat her pussy and look at her like &#128540;&#128541;&#128514; http://t.co/mIgiYMGRJt
1,"@z0mbiedance I know, bitches. Let's do something this weekend. Let's bake!"
1,@xDSmooth I bet I fuck yo bitch tho
1,Never let a boy make you feel like you're anything less than a bad bitch
1,"@xoxoclauudia: YASSSSSS, ORDERED CHINESE &#128079; bitch you just ate tacos you fat fuck"
1,"' Club solo 1 deep , fuck a valet cause I parked on the street , lordddd knows &#1041243; You can't trust these hoes ,... http://t.co/WcD3V5sej2"
1,"Girls wanna meet a man with plans and ambition and a boy on a ""pussy hit "" mission.."
1,@marshabitch don't start lil bitch
2,@XANAXDREAMS &#128557;&#128557;&#128557;&#128557; about the beanies but steal my description but u aren't salty or fake
1,RT @BrownskinLiquor: no hoes.
0,My doctor tonight is such a miserable cunt. Even my nurse is pissed off. She's been here since 7PM and hasn't come to see me once.
1,Follow a nicca on IG: im_yung_jay
2,@Mathanugg You mean the one I colored with crayons isn't copacetic?
2,Jones and Iba&#241;ez are out of gas after giving it their all earlier in the first half. The call-ups should get more playing time #Yankees #MLB
2,&#8220;@coltscommunity @Pacers @nflcolts @indystar #CHUCKSTRONG #GoldSwagger http://t.co/6q5wm3VU&#8221; thats awesome &#127936;+&#127944;=&#128077;&#128076;&#9757; #hoosiers
0,@_TriggaPlease_ @kanyewest he's a faggot
1,Bitches always think somebody want them or they little coochie lol chilling dont exist nomore ? Iont want yall hoes
1,"Humble personality, not a hoe. RT @LoveMeDarlingg: 21. Best non-physical feature the opposite sex can have?"
1,Bitches be mad they mane nigga gettin snatched up by all these whore yah pussy prolli wack ctfu
1,Come thru Keyshia you queen of THOTs bitch!!
1,"' Shawty wanna tell me secrets on how to rap niggah , I tell that bitch it's more attractive when you hold it down &#1043359;&#1043351; ."
1,"Iknow a couple mf that does this, there favorite line i wouldnt Do that thats Young. bitch STOPP ' YOUR young minded"
1,"I wish I could mute Rice Krispies, but instead them bitches ""Snap Crackling &amp; Popping..ain't that some shit."
1,U got my 200K bitch nigga--Al Haymon to Antonio Tarver
1,@_lexisperez he ate my pussy i could..
1,' Being in love stressful ma niggah .
1,@HoskinsTy96: White boy power bitch black power bitch
1,"Brutus looking girl getting off the elevator as I'm walking into a different one... No bitch u can't come in, u can't u can't come in."
1,Pumpkin spice Marlboro's for da hoes
1,"Just wait. The day i get off probation. You know this bitch is gonna be on the moon, and im not gonna come back to Earth for a while."
0,@Oskzilla fuck you fag!
1,@SuperDickRikki I'm highly upset dat des bitches tryanna clown me on a media sight bitch I ain't going
1,Just lets you know we all self conscious even the pretty bitches
1,Harry must thincc I'm the bitch he can fall Bacc on ah sum &#128514;&#128557; Boi BYEEEEE &#128075;&#9995;&#9996;&#65039;
1,@IIXIXIII bruhhh I'm joking... Don't pop trunk on me I'm just a bitch ass niiiieeegggaaa
1,Im never cuffin unless my bitch grown or act grown. I can't deal wit lil girls nbs
1,Nah just yo hoe she just swung matter fact RT @iiAK: @_VinChi3 yu get hoes?!? &#128551;
2,@EricBaetsle your a greaser
1,And girl I've been thinkin of ways thinkin of new ways to beat that pussy down .
1,My pussy taste like pepsi cola.
1,@SammyLightning_ I roll up to a bitch an dey like http://t.co/ja8t60VgGE
1,Bullying laws are for pussies.
1,"Oh look, Cutler didn't step into his throw and threw an int. Nice flat footed throw cunt."
1,I'm lactose and hoe nigga tolerant
1,RT @Bdarnon: This is for the bitches who played me... What up hoe?
1,Idk how bitches trust other bitches sooo easily. I still have the same friends.
1,@jama_jam: You bitches be pretending to be TF crazy.. You ain't never lied...
1,@SPIFFY_VUITTON her pussy smell like boiled hot dog water and lizard dick.
1,Outside my click it ain't another nicca fucc'n wit me!
1,Damn I hate a bitch who like to argue and shit
1,"Day juan at the Jim, and Im in total bitch mode for hopefully a week. Ty @RealWallieWall"
1,"It's not often you see the words ""disingenuous,"" ""egregious,"" and ""cunt filth"" all in one sentence and properly used. #points"
2,"@edouglas528 I know how you feel,wait,no I don't. Perfect week for me would be Yanks not getting Lee #goSox #goPats"
1,"Girl like 19 pics of mine on Instagram this morning while I was working, when I saw that I thought ""this bitch need a life"""
1,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.
2,Best rider? That goes to a blaxican.
2,@truckpartstores Intended to get pics but didn't have time.. Must be a mud race/event here this weekend.. Is like a redneck convoy out there
1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HomeMade | Home made. My wife rubbing her pussy http://t.co/ldb9aFwVdM"
2,@Dietrich1892 I'll show up and chug a beer or 8
1,An if u aint a hoe get up out my trap hoooouusssee!!!!
1,I want to beat this bitches ass soooo bad
1,Boss ass bitch remix &#128514;&#128514;&#128557; https://t.co/jxGBWZ8bHo
1,"@On_Point_Prg @WendyDavisTexas @GregAbbott_TX boy talk about a,special kind of stupid far left is a under statement down retarded"
1,"@mukeworld @deIukesionaI he has one called ""pussy pop"" I think it's for cats"
1,"Caesar is home RT @Naewoodster: &#8220;@MjaySkillz: https://t.co/mw5KAojKXB""theres so much this bitch looks like. Lets start with ape shit&#8221;&#128557;&#128557;"""
1,@_xpriceless_ bitch u forcin it talkin about my family and shit watch out
2,RT @DragonBallDeez: *Atlanta RT @PacDaGoat: Houston has so many trash drivers
1,"A boyfriend who tells hoes and sluts, ""I have a girlfriend"", is a real ass dude."
1,"@Montrell_: I'm tired of bitches saying I look mean.. &#128530; nigga you big af, wear tight shirts, and grim everybody."
2,#Yankees Nice bounce back @Michael Kay. Gotta keep this going!
1,@SactownProidgy @SpeakComedy @yunglucy_ @karon_avila Nigga I will get dick cheese and force you to eat it bitch
0,@onIinebaby I knew you were a faggot though
1,"I hate a "" think she know how to out head type bitch foh """
1,"@WaTch_Mark @WaTch_Scenario Normally I would say she must have a great pussy but since I've seen it, that's not true so idk what it is."
2,"#DerekJeter as a lifelong #Yankees man, I will miss you. #FirstBallot #Unanimous"
1,@Valentin_R94 bitch whatever nigga u were to scared to play
1,It's funny how girls are crying over their nudes being on IG like bitch why you sending nudes to begin with?
2,"#teabagger state like mississippi opposed to minimum wage, child labor laws, unions, is pro-scab, sweatshop work - pretty much #SLAVERY."
2,Jihadi John has struck again. Prayers with the victims' families. What is the #bounty on His head? Time 4 him 2 meet allah
1,"I tell u this tho, if/when u nigger women start getting cornrows again...mannn just don't do it"
0,I really just want to kill some towel head terrorists already &#128530; can high school be over now please?
1,@LickMyWhooooop @JustDoItSlow yall playful don't come dumb hoes
2,"@michigannews13 wow. Thats great language coming from a HS coach, you sure are a role model, you're trash, just like your account"
2,Jones and Iba&#241;ez are out of gas after giving it their all earlier in the first half. The call-ups should get more playing time #Yankees #MLB
2,&#8220;@iamkrause: All I see in every #IfTheyGunnedMeDown tweet... http://t.co/XWmkac1Aw6&#8221; Dis be like da colored Brady Bunch
1,Can't wait to put this down payment on my bitch
1,If she a hoe on social media she a hoe in real life too
1,"All my life i been this cold, all my nights been With hoes."
1,&#8220;@_BeautifulKeezy: im so winning. &#128525;&#128525;&#128525; http://t.co/Jf6U54CMW3&#8221;&#128514;&#128514;&#128514; bitch
1,@laceeybugg atleast i wipe my ass trashy bitch
1,"&#8220;@GrumpyCatTalkin: I'm sorry I offended you when I called you a bitch, I honestly thought you knew.&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;"
1,"@MarcSx9 lmaooo dj&#8217;s stranger danger, im just a coon."
1,Only for one reason cause a bitch wont go gay . If your name nt smurf . I see noone
1,RT @4200Savage: Since a yungin bitch I been nat nigga
2,Keep those away frm Charlie Day RT @JhonenV: Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees.
1,@PERRO5070 bitch tits
1,It aint nuffin to cut that bitch off!!!!
0,@Drfreezeburnn That's not bias. It's an objective fact that Philly fans are cunts.
1,@littleelexx you a bitch tho I know for sure I'm not. You'd get your ass beat by any of my bitches that's fact &#128514;&#128514;
2,"E250 5.4 motor and tranny  I have a 2008 5.4 triton motor and Transmission with 5,200 miles that came off a E250... http://t.co/d5gic83k0V"
1,I'm a wigger
2,Our female guinea pig is pregnant &#127882;&#127881;&#127873;&#128525;&#128525;&#128525;
1,#wcw all the bad bitches &#128069;&#128166;
1,I'm back bitch
1,RT @CumminsSamantha: LOL @ you for being a dumb bitch.
1,I'm gonna kill bitches today.
1,@frances_simply pussy
2,@edouglas528 Sorry bout your Yanks Earl....who uya like in the WS?
1,Im the biggest pussy when it comes to scary stuff
1,@karlamorenoo my niggah my niggah lol
1,Lil seaside hoes walkin to our side... For whaaat&#128514;
2,&#8220;@AntiGlib: RT @nateyfu123: #Yankees Michael Pineda in his next start.. http://t.co/Zb1zWN0jet&#8221; @954Nole
2,@NoMeatballs @mtaraban is so excited about his red velvet brownie.
1,"I give off the Selfish little bitch vibe, but if you get to actually know me I tend to put others before myself 24/7"
1,"' Baby moanin.... Got me zone'nn , I want this bitch next too me.... Pussy like ecstasy &#1043291;&#1041185; ."
1,Like Nike bitch just do it!
1,@kels_oneill bring it bitch.
1,I'm so excited to hang out with my bitches @CheralynVB @LaurieMcKinley
1,&#8220;@ResiDimples: I heard thigh gaps is a way of telling if a bitch pussy is loose.&#8221; What?? http://t.co/OSjVJZJXCg
2,Obama mocked the special Olympics Wendy Davis mocks the handicapped do ya see a pattern? Democrats #tcot #UniteBlue
1,Im sorry but you didn't have to be a bitch last night.
0,It's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl
1,@AustinG1135 your the one keeping me up faggot!
1,@JStac825 @ThatAngryNigga these niggas must be deaf. When's the last time you heard a Roots song on the radio? Quest don't get bitches!
1,I wish I could punch the 14 year old me for being such a thirsty bitch
1,"@Adogg_34 RT @jb_barker10: Snapchat got hacked, all of you hoes about to have some explaining to do http://t.co/tworXRoJEI"
1,"@Are_Ohh_Bee bitch you up and joined the fucking army and those of us around this bitch was like ""where the fuck rob go to the fuckin army?"""
2,@LinzBella  You date colored men?
0,@leiacatherinexx don&#8217;t be a hurt little faggot
1,@kieffer_jason i swear u a fuck nigga u a scary little bitch u think this a game huh?
1,"RT @BasedPaco: LIKE A FLAT TIRE HE NEED A FIX &#8220;@LiveAndUncut: Run up on em, put the gun up on em, ask a pussy nigga ""What's to ya bitch ?""&#8221;"
1,Can you imagine Tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful
2,"Hi Charlie, eating leftover candy? @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74"
1,Lmaoooooo &#171;@PubesOnFleeK: That bitch stripping at a murder scene &#8220;@ItsDollyCouture: My view &#128525; http://t.co/oiJizl0naF
1,Model bitches in the gym working on they fitness but it dont mean nothing cuz they still gon buy some titties!
2,@CheckMyLingo_ @Kingpin_Terror ima get this so every time I throw trash away its where it really belongs http://t.co/DRGBekvzun
1,"@MorganSmith_20 he's a little bitch in general , fug Seattle"
2,"Grandma: ""(Macon) is a rinky dink mosquito-filled cop-infested swamp."" LMAO"
1,@Leelucas_ @prettykells bitch you didn't feed me. You asked my to buy you a burger &#128514;&#128514;&#128128;
1,Basic bitches &amp; lame niggas &lt;
1,Happy Friday bitches #kimorablac http://t.co/SKpKf0fGNe
1,"@rniXX oh yeah and fuck the Lakers too, bitch boi!"
1,@DudeWithAHighKD @jeffreyhaas @JUDDNATION she sucks..bitch cant even pretend dance.
1,Ima side bitch from time to time and I stay in my place
1,I'm in this bitch &#128563;&#128563;&#128563;&#128563; like a mf &#128514;&#128514;&#128514;&#128514;&#9996;&#65039;&#127811;&#128080;&#128168;
1,I like all the kids on beyond scared straight acting like they are hard ass gangsters end up leaving balling their eyes out like bitches lol
1,No saving hoes
0,"If you would have followed George Washington in 1776, it means that you're white trash."
1,@KimW16 quit being a baby & hit that patchouli pussy!
1,"Damn ""@JonnieSantana: It's kinda trash man RT ""@80sbaby4life: How many of you actually have had a threesome. Honestly"""""
1,@bbhairs when you get famous I'm buyin yo art so me and my bitch can have dat shit all in da crib
1,I got hoes. I got hoes. I got hoes. I got hoes.
1,I would love to not be hit with the jig for once in my fucking life
1,Gasoline RT @_____0__o______: 12. What did the last pussy you had taste like?
1,RT @BmorePocahontas: Asking his kids if they brought an apple for the teacher &#128514;&#128514;&#128514; he's such a queer
1,"It ain't nothing like chasing money cause you have a purpose, but chasing these hoes for what?  *Vice Versa*"
1,RT @DawnGoodspeed: Honestly I kind of get offended when people ask me if my eyelashes are fake. Fake eyelashes aren't this long bitches. &#9995;&#128129;
1,@ZayySwanson @_EmaniMilan I'm jus Tryn figure out when all dem niccas was together like dat
0,@kieffer_jason your so fucking retared its not even funny bitch im going to sleep u
1,#YesWeDid .....tattoo our bitches to corrupt as many men as possible to #Egypt and being a #cattle #prod #vote&gt;
1,God bless the dumb and retarded
2,@Liveitupjersey @ccass357 don't trash Jersey...ODDS ARE..YOU WOULDN'T LAST 10 MINUTES AROUND HERE!  Go back to watching BARNEY!
1,@MaxOn_MaxOff5 Your a dirty cunt mate lol #missingtheaussies
1,Ol bitch ass look like she got a bobble head. @lilshwenda
2,"Not sure why #teabaggers would care about Nelson Mandela, being that he's one of 'them' if you know what I mean. #teaparty #tcot"
2,LMFAOOOOO BYE &#8220;@DatGuyBren: American sports trash. Soccer and Hockey the best sports.&#8221;
2,Looks like a tool but is useful as a clay hammer #fag @hOPPondis http://t.co/K7wqlAWRwM
1,"' Get some head off Twitter now niggahs that's bracken &#1041204;&#1041204; ima baby momma killa , yo bitch she can get it &#1043359; You... http://t.co/FAkEs1z2Wl"
0,"Not All Straight Men - I am frustrated. Unlike on OKCupid, queer folks don&#8217;t have the ability to block... http://t.co/hBF2xZa0ke"
1,@TheRealCortlan All the thirsty hoes. Lol
1,"Having a 'new boyfriend' every month doesn't mean you're gorgeous.... It means you're easy, and retarded."
1,"I don't love these hoes, baby It's me and you forever"
1,RT @Dathighyellaguy: Dem hoes who swear their pussy priceless but u sell ass all day &#128533;
2,I am a thrill billy..with a hillbilly heart. -@billyraycyrus. HAHAHAHAHA Jesus Murphy!
1,@shoe1945 @NotoriousBM95 @333England shut ur faggot ass up you thirsty pussy
